0.000	0.0	0.000	0.0	0.618
0.010	0.0	0.000	188.7	0.614
0.020	0.0	0.000	230.1	0.725
0.030	0.0	0.000	239.4	0.549
0.040	0.0	0.000	179.1	0.554
0.050	0.0	0.000	133.8	0.486
0.060	0.0	0.000	182.6	0.566
0.070	0.0	0.000	244.5	0.673
0.080	0.0	0.000	298.9	0.505
0.090	0.0	0.000	245.5	0.388
0.100	0.0	0.000	193.7	0.486
0.110	0.0	0.000	167.1	0.491
0.120	0.0	0.000	148.6	0.570
0.130	0.0	0.000	206.8	0.739
0.140	0.0	0.000	226.2	0.741
0.150	0.0	0.000	244.6	0.572
0.160	0.0	0.000	206.2	0.524
0.170	0.0	0.000	149.5	0.637
0.180	0.0	0.000	101.3	0.347
0.190	0.0	0.000	61.3	0.566
0.200	0.0	0.000	44.1	0.342
0.210	0.0	0.000	36.9	0.397
0.220	0.0	0.000	45.4	0.423
0.230	0.0	0.000	49.5	0.579
0.240	0.0	0.000	47.8	0.582
0.250	0.0	0.000	401.7	0.703
0.260	0.0	0.000	669.1	0.414
0.270	0.0	0.000	341.6	0.308
0.280	0.0	0.000	284.6	0.408
0.290	0.0	0.000	336.9	0.520
0.300	0.0	0.000	325.6	0.290
0.310	0.0	0.000	327.1	0.508
0.320	0.0	0.000	367.4	0.613
0.330	0.0	0.000	344.8	0.537
0.340	0.0	0.000	440.6	0.442
0.350	0.0	0.000	1355.8	0.392
0.360	253.4	1.000	2224.9	0.869
0.370	250.6	1.000	2286.4	0.961
0.380	247.0	1.000	2191.9	0.938
0.390	246.2	1.000	2384.9	0.815
0.400	246.1	1.000	2319.6	0.892
0.410	245.2	1.000	2407.3	0.921
0.420	243.1	1.000	2658.2	0.935
0.430	244.8	1.000	2371.1	0.891
0.440	244.1	1.000	2204.6	0.959
0.450	246.4	1.000	2018.2	0.844
0.460	245.9	1.000	1562.2	0.934
0.470	247.7	1.000	1660.4	0.922
0.480	249.9	1.000	1703.4	0.922
0.490	250.1	1.000	1724.9	0.935
0.500	249.7	1.000	1754.7	0.921
0.510	248.7	1.000	1738.0	0.900
0.520	247.9	1.000	1652.8	0.884
0.530	246.1	1.000	1807.0	0.876
0.540	247.9	1.000	2309.9	0.629
0.550	249.5	1.000	2467.4	0.920
0.560	247.2	1.000	2381.4	0.962
0.570	243.3	1.000	1587.9	0.946
0.580	238.2	1.000	947.6	0.921
0.590	233.6	1.000	586.4	0.750
0.600	0.0	0.000	379.2	0.593
0.610	0.0	0.000	445.3	0.664
0.620	0.0	0.000	505.5	0.627
0.630	0.0	0.000	574.1	0.723
0.640	0.0	0.000	697.9	0.603
0.650	0.0	0.000	539.0	0.525
0.660	0.0	0.000	532.4	0.600
0.670	0.0	0.000	402.8	0.514
0.680	0.0	0.000	261.3	0.358
0.690	0.0	0.000	990.7	0.466
0.700	258.5	1.000	2218.5	0.817
0.710	254.0	1.000	3090.3	0.985
0.720	253.7	1.000	3673.2	0.989
0.730	253.0	1.000	4039.0	0.991
0.740	251.3	1.000	4146.6	0.990
0.750	250.0	1.000	4138.1	0.992
0.760	247.9	1.000	3694.8	0.979
0.770	246.4	1.000	2482.2	0.971
0.780	240.8	1.000	2418.4	0.952
0.790	240.3	1.000	2859.8	0.970
0.800	237.7	1.000	2448.0	0.958
0.810	233.4	1.000	2471.2	0.938
0.820	232.5	1.000	2507.1	0.950
0.830	230.1	1.000	2056.0	0.950
0.840	224.1	1.000	1764.0	0.956
0.850	221.2	1.000	1593.6	0.969
0.860	217.3	1.000	1853.7	0.919
0.870	215.9	1.000	1705.7	0.937
0.880	215.1	1.000	1537.7	0.934
0.890	213.2	1.000	1356.7	0.910
0.900	211.4	1.000	1255.9	0.923
0.910	210.4	1.000	1142.4	0.930
0.920	209.2	1.000	1154.0	0.668
0.930	208.3	1.000	1010.9	0.924
0.940	210.2	1.000	940.9	0.940
0.950	208.1	1.000	887.1	0.890
0.960	212.7	1.000	916.3	0.861
0.970	211.6	1.000	936.4	0.916
0.980	214.2	1.000	849.7	0.913
0.990	212.3	1.000	821.7	0.882
1.000	211.7	1.000	821.8	0.925
1.010	220.2	1.000	1099.9	0.946
