0.000	0.0	0.000	0.0	0.290
0.010	0.0	0.000	129.5	0.579
0.020	0.0	0.000	106.1	0.472
0.030	0.0	0.000	477.8	0.227
0.040	0.0	0.000	375.3	0.401
0.050	0.0	0.000	169.8	0.232
0.060	0.0	0.000	98.9	0.318
0.070	0.0	0.000	86.8	0.254
0.080	0.0	0.000	173.7	0.382
0.090	0.0	0.000	247.8	0.679
0.100	0.0	0.000	356.1	0.655
0.110	0.0	0.000	251.4	0.571
0.120	0.0	0.000	426.9	0.289
0.130	0.0	0.000	297.7	0.337
0.140	0.0	0.000	165.7	0.231
0.150	0.0	0.000	140.1	0.384
0.160	0.0	0.000	150.5	0.478
0.170	249.9	1.000	470.4	0.695
0.180	251.2	1.000	625.7	0.909
0.190	242.0	1.000	562.4	0.955
0.200	237.9	1.000	502.1	0.853
0.210	244.4	1.000	272.6	0.857
0.220	251.1	1.000	145.1	0.311
0.230	249.3	1.000	289.7	0.541
0.240	260.5	1.000	514.0	0.427
0.250	254.5	1.000	970.6	0.928
0.260	250.2	1.000	1224.6	0.942
0.270	249.5	1.000	1419.1	0.950
0.280	250.5	1.000	1590.3	0.972
0.290	250.8	1.000	1688.0	0.978
0.300	250.5	1.000	1770.4	0.982
0.310	251.0	1.000	1776.5	0.983
0.320	252.8	1.000	1444.8	0.966
0.330	253.7	1.000	721.7	0.705
0.340	251.5	1.000	577.9	0.917
0.350	250.6	1.000	462.2	0.845
0.360	248.8	1.000	372.6	0.661
0.370	248.7	1.000	332.5	0.703
0.380	243.8	1.000	325.2	0.426
0.390	0.0	0.000	254.7	0.346
0.400	0.0	0.000	464.2	0.266
0.410	0.0	0.000	629.3	0.156
0.420	0.0	0.000	377.2	0.270
0.430	0.0	0.000	419.9	0.460
0.440	0.0	0.000	693.2	0.220
0.450	283.6	1.000	1099.2	0.788
0.460	272.5	1.000	1173.6	0.951
0.470	268.6	1.000	733.5	0.935
0.480	278.1	1.000	289.5	0.382
0.490	270.0	1.000	286.9	0.896
0.500	264.9	1.000	218.4	0.919
0.510	261.7	1.000	165.4	0.723
0.520	263.1	1.000	134.2	0.782
0.530	265.4	1.000	138.8	0.667
0.540	0.0	0.000	175.9	0.452
0.550	0.0	0.000	161.0	0.418
0.560	0.0	0.000	829.9	0.670
0.570	273.4	1.000	1422.6	0.902
0.580	266.6	1.000	1369.7	0.980
0.590	265.7	1.000	1256.1	0.886
0.600	0.0	0.000	1325.8	0.474
0.610	0.0	0.000	1182.3	0.404
0.620	0.0	0.000	967.9	0.446
0.630	0.0	0.000	885.4	0.244
0.640	0.0	0.000	1304.1	0.359
0.650	0.0	0.000	1038.8	0.136
0.660	0.0	0.000	516.1	0.308
0.670	0.0	0.000	528.1	0.332
0.680	0.0	0.000	556.5	0.387
0.690	0.0	0.000	616.9	0.278
0.700	0.0	0.000	676.6	0.427
0.710	0.0	0.000	1138.1	0.336
0.720	0.0	0.000	1025.7	0.284
0.730	0.0	0.000	678.9	0.304
0.740	0.0	0.000	655.9	0.413
0.750	0.0	0.000	607.9	0.271
0.760	0.0	0.000	528.3	0.305
0.770	0.0	0.000	452.2	0.358
0.780	0.0	0.000	587.9	0.268
0.790	317.8	1.000	920.7	0.643
0.800	266.2	1.000	675.2	0.633
0.810	261.3	1.000	717.3	0.682
0.820	264.1	1.000	839.2	0.686
0.830	261.6	1.000	652.1	0.767
0.840	0.0	0.000	971.0	0.385
0.850	0.0	0.000	2226.4	0.286
0.860	0.0	0.000	1605.0	0.407
0.870	0.0	0.000	1551.7	0.225
0.880	0.0	0.000	1821.1	0.278
0.890	0.0	0.000	1730.5	0.501
0.900	0.0	0.000	1631.8	0.159
0.910	0.0	0.000	1089.7	0.333
0.920	0.0	0.000	648.8	0.328
0.930	0.0	0.000	413.9	0.273
0.940	0.0	0.000	398.4	0.227
0.950	294.9	1.000	726.6	0.757
0.960	261.0	1.000	547.6	0.779
0.970	271.8	1.000	571.2	0.730
0.980	273.3	1.000	598.9	0.312
0.990	260.4	1.000	350.3	0.441
1.000	256.2	1.000	341.8	0.484
1.010	260.2	1.000	287.7	0.576
1.020	288.8	1.000	169.1	0.344
1.030	267.1	1.000	172.2	0.454
1.040	265.1	1.000	159.1	0.332
1.050	270.3	1.000	339.5	0.781
1.060	268.9	1.000	1172.9	0.558
1.070	291.3	1.000	1930.7	0.945
1.080	280.4	1.000	2316.4	0.978
1.090	280.8	1.000	2340.1	0.980
1.100	285.4	1.000	2133.3	0.944
1.110	289.6	1.000	2007.3	0.941
1.120	291.3	1.000	2139.6	0.966
1.130	293.8	1.000	2076.6	0.926
1.140	300.3	1.000	2149.0	0.927
1.150	304.4	1.000	2241.6	0.927
